sentence_id,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1034_w0125,S,,1,0
1034_w0126,S; HS,,2,0
1034_w0127,S,,1,0
1034_w0128,S,,1,0
1034_w0129,S; HS,,2,0
1034_w0130,S; HS,,2,0
1034_w0131,S; HS,,2,0
1034_w0132,S-Inform; HS,,2,0
1034_w0133,Q-W; OQ,,2,0
1034_w0134,S,,1,0
1034_w0135,S; IAFA,IP,2,1
1034_w0136,S,,1,0
1034_w0137,S,,1,0
1034_w0138,S,,1,0
1034_w0139,S,,1,0
1034_w0140,S; IAFA,IP,2,1
1034_w0141,S,,1,0
1034_w0142,S; CORR,,2,0
1034_w0143,S,SE,1,1
1034_w0144,S,,1,0
1034_w0145,S,IP; CB,1,2
1034_w0146,YNQ; TG,,2,0
1034_w0147,YNQ; ANS; TG,,3,0
1034_w0148,S; ANS,IP,2,1
1034_w0149,S; IAFA,IP,2,1
1034_w0150,S,IP,1,1
1034_w0151,Q-W; TG,,2,0
1034_w0152,YNQ; TG,,2,0
1034_w0153,S,PER; IP,1,2
1034_w0154,S,PER,1,1
1034_w0155,S,IP,1,1
1034_w0156,S; CH,PER; ATTR; SE,2,3
1034_w0157,S,AF; SE,1,2
1034_w0158,S,APAT,1,1
1034_w0159,S; IAFA,AF; IP,2,2
1034_w0160,S,AF,1,1
1034_w0161,ACK; TG,,2,0
1034_w0162,YNQ; GR,,2,0
1034_w0163,GR,,1,0
1034_w0164,S; INT,PER,2,1
1034_w0165,S,PER,1,1
1034_w0166,S,PER,1,1
1034_w0167,S,PER,1,1
1034_w0168,TG,,1,0
1034_w0169,S,IP,1,1
1034_w0170,S,AF,1,1
1034_w0171,S,,1,0
1034_w0172,S,,1,0
1034_w0173,S,AF; PER; IP,1,3
1034_w0174,S,AF; IP,1,2
1034_w0175,S,,1,0
1034_w0176,Q-W; OQ; TG,,3,0
1034_w0177,S,,1,0
1034_w0178,S,,1,0
1034_w0179,S,,1,0
1034_w0180,S,,1,0
1034_w0181,S,AE,1,1
1034_w0182,Q-W; ACK,,2,0
1034_w0183,Q-W,,1,0
1034_w0184,OQ; TG,,2,0
1034_w0185,S; IAFA,IP,2,1
1034_w0186,IAFA,,1,0
1034_w0187,S,APAT; IP,1,2
1034_w0188,S,,1,0
1034_w0189,S; GR,,2,0
1034_w0190,TT; MS,,2,0
1034_w0191,Q-W; OQ,,2,0
1034_w0192,IAFA; ANS,IP,2,1
1034_w0193,S; IAFA,IP,2,1
1034_w0194,S,,1,0
1034_w0195,S,IP,1,1
1034_w0196,S; CH,IP,2,1
1034_w0197,TT; MS; HS,,3,0
1034_w0198,S-Inform; HS,,2,0
1034_w0199,MS,,1,0
1034_w0200,S-Inform; HS,,2,0
1034_w0201,S,IT,1,1
1034_w0202,S; EXPL; CH,PER; ATTR; AEX,3,3
1034_w0203,S,IT,1,1
1034_w0204,S,,1,0
1034_w0205,S,AE,1,1
1034_w0206,S,AE; IP,1,2
1034_w0207,S; CH,PER; ATTR; SE,2,3
1034_w0208,S,IT,1,1
1034_w0209,S; CH,PER; ATTR; REB,2,3
1034_w0210,S,PER,1,1
1034_w0211,S,PER,1,1
1034_w0212,S,PER; IP,1,2
1034_w0213,S; EXPL,AF; PER,2,2
1034_w0214,Q-W; TG,,2,0
1034_w0215,Q-W; OQ,,2,0
1034_w0216,S; ANS,IP,2,1
1034_w0217,S; ANS,IP,2,1
1034_w0218,S,IP,1,1
1034_w0219,S,,1,0
1034_w0220,S,,1,0
1034_w0221,S; IAFA; MS,AE; PB,3,2
1034_w0222,Q-W,,1,0
1034_w0223,S,,1,0
1034_w0224,S,PER,1,1
1034_w0225,S,,1,0
1034_w0226,S; TT; HS,,3,0
1034_w0227,S,,1,0
1034_w0228,Q-W,CB,1,1
1034_w0229,S,,1,0
1034_w0230,S; CH,PB; ATTR; CBias,2,3
1034_w0231,S,CB; SE,1,2
1034_w0232,S,REB,1,1
1034_w0233,S,IT; SE,1,2
1034_w0234,S-Inform,IT,1,1
1034_w0235,S; EXPL,IT; CB,2,2
1034_w0236,S,IT; SE,1,2
1034_w0237,S,IT; SE,1,2
1034_w0238,S,IT; SE,1,2
1034_w0239,S,,1,0
1034_w0240,S,IT,1,1
1034_w0241,S,IT,1,1
1034_w0242,S,,1,0
1034_w0243,S,IT,1,1
1034_w0244,S,IT,1,1
1034_w0245,S,IT,1,1
1034_w0246,S; S-Inform,,2,0
1034_w0247,S,,1,0
1034_w0248,Q-W; SEEP,CB,2,1
1034_w0249,S; INT,,2,0
1034_w0250,S,,1,0
1034_w0251,S,IP,1,1
1034_w0252,S,,1,0
1034_w0253,S,IP,1,1
1034_w0254,S,,1,0
1034_w0255,S,,1,0
1034_w0256,S,CB,1,1
1034_w0257,Q-W,,1,0
1034_w0258,S,IP,1,1
1034_w0259,S,IP,1,1
1034_w0260,S,,1,0
1034_w0261,S; S-Inform,SE,2,1
1034_w0262,S,,1,0
1034_w0263,S,IP,1,1
1034_w0264,S,IP,1,1
1034_w0265,Q-W; OQ; TG,,3,0
1034_w0266,S,IP,1,1
1034_w0267,S,,1,0
1034_w0268,S,IP,1,1
1034_w0269,S,,1,0
1034_w0270,S; IAFA,IP,2,1
1034_w0271,S,IP,1,1
1034_w0272,S,IP,1,1
1034_w0273,S,,1,0
1034_w0274,S,IP,1,1
1034_w0275,IAFA; HS,,2,0
1034_w0276,S,,1,0
1034_w0277,IAFA,,1,0
1034_w0278,TG,,1,0
1034_w0279,S; MS,IP; REB,2,2
1034_w0280,S-Inform,REB; SE,1,2
1034_w0281,S-Inform,REB,1,1
1034_w0282,TT,,1,0
1034_w0283,TT,,1,0
1034_w0284,S; CH,AEX; REB,2,2
1034_w0285,S-Inform; CH,REB; SE,2,2
1034_w0286,S-Inform,SE,1,1
1034_w0287,S-Inform,SE,1,1
1034_w0288,S; CH,REB,2,1
1034_w0289,REJ; CH,REB,2,1
1034_w0290,YNQ,BQ; REB,1,2
1034_w0291,TT; T-REQ,,2,0
1034_w0292,S; CH,REB,2,1
1034_w0293,S,,1,0
1034_w0294,S; CH,REB,2,1
1034_w0295,S,,1,0
1034_w0296,S,,1,0
1034_w0297,S,,1,0
1034_w0298,S,DF; IP,1,2
1034_w0299,S,IP,1,1
1034_w0300,S,GB,1,1
1034_w0301,S,,1,0
1034_w0302,S,IP,1,1
1034_w0303,S,IP,1,1
1034_w0304,S,RB; GB,1,2
1034_w0305,S,,1,0
1034_w0306,S,IP,1,1
1034_w0307,S,IP,1,1
1034_w0308,S; HS,,2,0
1034_w0309,S; IAFA,GB,2,1
1034_w0310,S; HS,GB,2,1
1034_w0311,MS; HS,,2,0
1034_w0312,S; HS,,2,0
1034_w0313,S; HS,,2,0
1034_w0314,IAFA,,1,0
1034_w0315,S; AGR,UF; IP,2,2
1034_w0316,S,AE; IP,1,2
1034_w0317,S; CH,IP; REB; RB,2,3
1034_w0318,S; CH,ATTR; REB; RB,2,3
1034_w0319,S; HS,AE,2,1
1034_w0320,S,,1,0
1034_w0321,S; HS,AE,2,1
1034_w0322,S; IAFA,IP,2,1
1034_w0323,S,UF,1,1
1034_w0324,S,UF,1,1
1034_w0325,Q-W; TG,,2,0
1034_w0326,S; ACK,,2,0
1034_w0327,S,,1,0
1034_w0328,S,,1,0
1034_w0329,S,IP,1,1
1034_w0330,S; HS,RB,2,1
1034_w0331,S,IP,1,1
1034_w0332,S,IP,1,1
1034_w0333,S,IP,1,1
1034_w0334,S,,1,0
1034_w0335,S,IP,1,1
1034_w0336,S,,1,0
1034_w0337,S,IP,1,1
1034_w0338,S; HS,,2,0
1034_w0339,S; IAFA; INT,IA,3,1
1034_w0340,S,IP,1,1
1034_w0341,S,IP,1,1
1034_w0342,YNQ; TG,,2,0
1034_w0343,YNQ,,1,0
1034_w0344,YNQ,,1,0
1034_w0345,S,,1,0
1034_w0346,S,,1,0
1034_w0347,S,,1,0
1034_w0348,S,,1,0
1034_w0349,S,,1,0
1034_w0350,S; IAFA,IP,2,1
1034_w0351,S,,1,0
1034_w0352,S; IAFA,IP,2,1
1034_w0353,S,IP,1,1
1034_w0354,S,,1,0
1034_w0355,S,IP,1,1
1034_w0356,S,IP,1,1
1034_w0357,S,IP,1,1
1034_w0358,S,,1,0
1034_w0359,S,IP,1,1
1034_w0360,S,IP,1,1
1034_w0361,S,,1,0
1034_w0362,THK,,1,0
1034_w0363,THK,,1,0
1034_w0364,MS,,1,0
1034_w0365,TG,,1,0
1034_w0366,Q-W; OQ; TG,,3,0
1034_w0367,MS,,1,0
1034_w0368,YNQ,,1,0
1034_w0369,GR,,1,0
1034_w0370,TG,,1,0
1034_w0371,Q-W; OQ; TG,,3,0
1034_w0372,MS,,1,0
1034_w0373,S,,1,0
1034_w0374,GR,,1,0
1034_w0375,Q-W; OQ; GR,,3,0
1034_w0376,S,,1,0
1034_w0377,S-Inform,,1,0
1034_w0378,S; ACK,,2,0
1034_w0379,S,,1,0
1034_w0380,THK,,1,0
1034_w0381,THK,,1,0
1034_w0382,YNQ,,1,0
1034_w0383,S; ANS,,2,0
1034_w0384,ACK,,1,0
1034_w0385,TT,,1,0
1034_w0386,Q-W; S,IP,2,1
1034_w0387,S,,1,0
1034_w0388,SEEP; S,IP,2,1
1034_w0389,S,,1,0
1034_w0390,S,IP,1,1
1034_w0391,S,PB; CB,1,2
1034_w0392,S,PB; IP,1,2
1034_w0393,S,IP; CB,1,2
1034_w0394,S,,1,0
1034_w0395,S,,1,0
1034_w0396,S; MS,,2,0
1034_w0397,IAFA,,1,0
1034_w0398,IAFA,,1,0
1034_w0399,S,,1,0
1034_w0400,GR,,1,0
1034_w0401,Q-W; OQ; GR,,3,0
1034_w0402,S; INT,IP,2,1
1034_w0403,S,,1,0
1034_w0404,S,,1,0
1034_w0405,S,,1,0
1034_w0406,S,IP,1,1
1034_w0407,S,IP,1,1
1034_w0408,Q-W; OQ; TG,,3,0
1034_w0409,YNQ; TG,,2,0
1034_w0410,S,,1,0
1034_w0411,S,,1,0
1034_w0412,S; IAFA; INT,ATTR,3,1
1034_w0413,S,,1,0
1034_w0414,S,PB,1,1
1034_w0415,S,,1,0
1034_w0416,S,,1,0
1034_w0417,S,,1,0
1034_w0418,S; EXPL,,2,0
1034_w0419,S,,1,0
1034_w0420,S,,1,0
1034_w0421,S,,1,0
1034_w0422,S,,1,0
1034_w0423,S,IP,1,1
1034_w0424,S,IP,1,1
1034_w0425,ACK,,1,0
1034_w0426,S,,1,0
1034_w0427,S,,1,0
1034_w0428,S,,1,0
1034_w0429,ANS,,1,0
1034_w0430,GR,,1,0
1034_w0431,OQ; TG,,2,0
1034_w0432,S; IAFA,,2,0
1034_w0433,S,,1,0
1034_w0434,S,,1,0
1034_w0435,S,IP; CB,1,2
1034_w0436,S,IP,1,1
1034_w0437,S,,1,0
1034_w0438,S,,1,0
1034_w0439,ACK,,1,0
1034_w0440,S-Inform,,1,0
1034_w0441,S-Inform,,1,0
1034_w0442,S,,1,0
1034_w0443,S-Inform,,1,0
1034_w0444,S,,1,0
1034_w0445,S,,1,0
1034_w0446,S,,1,0
1034_w0447,S,,1,0
1034_w0448,S-Inform,,1,0
1034_w0449,S,,1,0
1034_w0450,S,,1,0
1034_w0451,S,,1,0
1034_w0452,GR,,1,0
1034_w0453,YNQ; GR,,2,0
1034_w0454,IAFA; GR,,2,0
1034_w0455,Q-W; OQ,,2,0
1034_w0456,S; REJ,PER; IP; ATTR,2,3
1034_w0457,S; EXPL,PER; ATTR,2,2
1034_w0458,S,IP,1,1
1034_w0459,S,,1,0
1034_w0460,S,,1,0
1034_w0461,S,IP,1,1
1034_w0462,S,IP,1,1
1034_w0463,S; DIS,PER; REB; CB,2,3
1034_w0464,S,,1,0
1034_w0465,S,IP,1,1
1034_w0466,S,,1,0
1034_w0467,ACK,,1,0
1034_w0468,S,,1,0
1034_w0469,S,,1,0
1034_w0470,S,,1,0
1034_w0471,S,,1,0
1034_w0472,S,,1,0
1034_w0473,Q-W; OQ; TG,,3,0
1034_w0474,S; IAFA,AE; IP,2,2
1034_w0475,S,IP,1,1
1034_w0476,S,AE; UF,1,2
1034_w0477,TG; MS,,2,0
1034_w0478,YNQ; GR,,2,0
1034_w0479,S,,1,0
1034_w0480,OQ; TG,,2,0
1034_w0481,S; IAFA,IP,2,1
1034_w0482,S,,1,0
1034_w0483,S,PER; IP,1,2
1034_w0484,S,,1,0
1034_w0485,Q-W; SEEP,,2,0
1034_w0486,S; ANS,IP,2,1
1034_w0487,S-Inform; IAFA; ACK,,3,0
1034_w0488,YNQ,,1,0
1034_w0489,YNQ,,1,0
1034_w0490,S,,1,0
1034_w0491,S-Inform,,1,0
1034_w0492,S-Inform; HS,,2,0
1034_w0493,S,,1,0
1034_w0494,S,,1,0
1034_w0495,S-Inform; HS,,2,0
1034_w0496,S,,1,0
1034_w0497,S-Inform; HS,,2,0
1034_w0498,S-Inform,,1,0
1034_w0499,S-Inform,,1,0
1034_w0500,S,,1,0
1034_w0501,GR,,1,0
1034_w0502,GR,,1,0
1034_w0503,S; INT,IP,2,1
1034_w0504,S; EXPL,IP,2,1
1034_w0505,S,,1,0
1034_w0506,S,,1,0
1034_w0507,S,,1,0
1034_w0508,S,AP; PB,1,2
1034_w0509,S,AP; PB; IP,1,3
1034_w0510,S,PB,1,1
1034_w0511,S,,1,0
1034_w0512,ACK,,1,0
1034_w0513,S,,1,0
1034_w0514,S,,1,0
1034_w0515,IAFA,,1,0
1034_w0516,S,,1,0
1034_w0517,Q-W; S,,2,0
1034_w0518,GR,,1,0
1034_w0519,S; HS,,2,0
1034_w0520,S; HS,,2,0
1034_w0521,S; IAFA-OF,,2,0
1034_w0522,S; IAFA,,2,0
1034_w0523,S; IAFA-OF,IP,2,1
1034_w0524,S,,1,0
1034_w0525,S,,1,0
1034_w0526,S; EXPL,AE; IP,2,2
1034_w0527,S,IP,1,1
1034_w0528,S; IAFA-OF,APAT; IP,2,2
1034_w0529,S,AF; APAT,1,2
1034_w0530,S; HS,AE; APAT,2,2
1034_w0531,S,IP,1,1
1034_w0532,S,IP,1,1
1034_w0533,S,IP,1,1
1034_w0534,S,UF,1,1
1034_w0535,S,IP,1,1
1034_w0536,S,IP,1,1
1034_w0537,S,,1,0
1034_w0538,S,,1,0
1034_w0539,S; INT,,2,0
1034_w0540,S,,1,0
1034_w0541,S,,1,0
1034_w0542,S; MS,,2,0
1034_w0543,S-Inform,,1,0
1034_w0544,S,,1,0
1034_w0545,S-Inform,,1,0
1034_w0546,S,,1,0
1034_w0547,S,,1,0
1034_w0548,S,,1,0
1034_w0549,S,,1,0
1034_w0550,TG,,1,0
1034_w0551,S,IP; ATTR; REB,1,3
1034_w0552,S,AE; IP; ATTR,1,3
1034_w0553,S; EXPL,PER; ATTR,2,2
1034_w0554,S,IP; REB,1,2
1034_w0555,S,IP,1,1
1034_w0556,S,ATTR; REB,1,2
1034_w0557,S,IT; IP,1,2
1034_w0558,S,IT,1,1
1034_w0559,S,DF; IT,1,2
1034_w0560,ACK,,1,0
1034_w0561,S,IP,1,1
1034_w0562,ACK,,1,0
1034_w0563,S,,1,0
1034_w0564,IAFA; GR,,2,0
1034_w0565,IAFA; TT,,2,0
1034_w0566,S-Inform,,1,0
1034_w0567,S-Inform; HS,,2,0
1034_w0568,S,,1,0
1034_w0569,S; ANS,AE,2,1
1034_w0570,YNQ; HS,AE,2,1
1034_w0571,S,UF,1,1
1034_w0572,S-Inform,IT,1,1
1034_w0573,S,PER; AEX,1,2
1034_w0574,Q-W,REB; CB,1,2
1034_w0575,S; CH,PER; REB,2,2
1034_w0576,S,,1,0
1034_w0577,S,SE,1,1
1034_w0578,Q-W; OQ,,2,0
1034_w0579,S; DIS,DF; IA,2,2
1034_w0580,S; TG,,2,0
1034_w0581,Q-W; OQ; TG,,3,0
1034_w0582,S; IAFA-OF,IP,2,1
1034_w0583,S-Inform,,1,0
1034_w0584,S-Inform,,1,0
1034_w0585,S-Inform,,1,0
1034_w0586,S-Inform,,1,0
1034_w0587,S,,1,0
1034_w0588,S,IT,1,1
1034_w0589,S; HS,ATTR; REB,2,2
1034_w0590,S,ATTR; REB,1,2
1034_w0591,S,PER,1,1
1034_w0592,S,PER; ATTR,1,2
1034_w0593,S,PER; REB; CB,1,3
1034_w0594,S,IT; IP,1,2
1034_w0595,S-Inform,IT,1,1
1034_w0596,S,IT,1,1
1034_w0597,S,PER,1,1
1034_w0598,S; CH,PER; ATTR; REB,2,3
1034_w0599,S,PER; ATTR,1,2
1034_w0600,Q-W; OQ,,2,0
1034_w0601,S,,1,0
1034_w0602,S,,1,0
1034_w0603,S,,1,0
1034_w0604,S; IAFA,,2,0
1034_w0605,S,,1,0
1034_w0606,S,,1,0
1034_w0607,S,,1,0
1034_w0608,S; HS,,2,0
1034_w0609,S,IP,1,1
1034_w0610,S,,1,0
1034_w0611,S,,1,0
1034_w0612,S,IP,1,1
1034_w0613,S,,1,0
1034_w0614,S,,1,0
1034_w0615,S,,1,0
1034_w0616,S; CORR,,2,0
1034_w0617,S,IP,1,1
1034_w0618,S,IP,1,1
1034_w0619,S,,1,0
1034_w0620,S,,1,0
1034_w0621,S,,1,0
1034_w0622,S; S-Inform,,2,0
1034_w0623,S,,1,0
1034_w0624,S,,1,0
1034_w0625,S,,1,0
1034_w0626,GR; THK,,2,0
1034_w0627,YNQ; Q-RHET,,2,0
1034_w0628,OQ; TG,,2,0
1034_w0629,S,PER; ATTR,1,2
1034_w0630,Q-W; Q-RHET,BQ; CBias,2,2
1034_w0631,YNQ; TG,,2,0
1034_w0632,AGR; ANS,,2,0
1034_w0633,ACK,,1,0
1034_w0634,S-Inform,,1,0
1034_w0635,S,,1,0
1034_w0636,S-Inform,,1,0
1034_w0637,S-Inform,,1,0
1034_w0638,S-Inform,,1,0
1034_w0639,S,,1,0
1034_w0640,S,,1,0
1034_w0641,GR,,1,0
1034_w0642,THK,,1,0
1034_w0643,S,AF; PER; ATTR,1,3
1034_w0644,Q-W; SEEP,IP; CB,2,2
1034_w0645,S,PER; IP,1,2
1034_w0646,Q-W; S; CH,AF; PER; BQ; ATTR,3,4
1034_w0647,YNQ,,1,0
1034_w0648,YNQ,SE,1,1
1034_w0649,S,,1,0
1034_w0650,S; CH,PER; ATTR; REB,2,3
1034_w0651,S,AE; IP,1,2
1034_w0652,S; HS,AE,2,1
1034_w0653,S; HS,PER; CBias,2,2
1034_w0654,S,PER; CB,1,2
1034_w0655,S,PER; CB,1,2
1034_w0656,S,PB; IP,1,2
1034_w0657,S; HS,IP,2,1
1034_w0658,S; HS,,2,0
1034_w0659,S,IP,1,1
1034_w0660,Q-W; Q-RHET,PB; PER; AEX,2,3
1034_w0661,S,IP,1,1
1034_w0662,ACK; TG,,2,0
1034_w0663,S,,1,0
1034_w0664,S-Inform; HS,,2,0
1034_w0665,S-Inform,,1,0
1034_w0666,S-Inform; IAFA,,2,0
1034_w0667,S-Inform,,1,0
1034_w0668,S,,1,0
1034_w0669,S-Inform,,1,0
1034_w0670,S,,1,0
1034_w0671,Q-W; OQ; TG,,3,0
1034_w0672,S,IP,1,1
1034_w0673,IAFA,,1,0
1034_w0674,S; IAFA,PER; ATTR; REB,2,3
1034_w0675,S,ATTR,1,1
1034_w0676,S; IAFA,ATTR; REB,2,2
1034_w0677,S; IAFA,ATTR,2,1
1034_w0678,S,PER; IP,1,2
1034_w0679,S; INT,IP,2,1
1034_w0680,S,,1,0
1034_w0681,S,,1,0
1034_w0682,S,,1,0
1034_w0683,IAFA,,1,0
1034_w0684,S,,1,0
1034_w0685,S-Inform,,1,0
1034_w0686,S,,1,0
1034_w0687,THK,,1,0
1034_w0688,S,,1,0
1034_w0689,S,AP,1,1
1034_w0690,S,IP,1,1
1034_w0691,S,,1,0
1034_w0692,S,IP,1,1
1034_w0693,S,IP,1,1
1034_w0694,S,,1,0
1034_w0695,S,,1,0
1034_w0696,S,IP,1,1
1034_w0697,S; HS,,2,0
1034_w0698,S; HS,,2,0
1034_w0699,S,,1,0
1034_w0700,S; IAFA,AP; IP,2,2
1034_w0701,Q-W; TG,,2,0
1034_w0702,Q-W,,1,0
1034_w0703,S,,1,0
1034_w0704,S,,1,0
1034_w0705,S,PB,1,1
1034_w0706,S,SE,1,1
1034_w0707,S,SE,1,1
1034_w0708,S,AF; SE,1,2
1034_w0709,S,,1,0
1034_w0710,S; IAFA,IP,2,1
1034_w0711,YNQ,,1,0
1034_w0712,ANS,IP,1,1
1034_w0713,S,,1,0
1034_w0714,S,,1,0
1034_w0715,S,IP,1,1
1034_w0716,S; TT,,2,0
1034_w0717,S-Inform,,1,0
1034_w0718,S,,1,0
1034_w0719,S-Inform,,1,0
1034_w0720,S,,1,0
1034_w0721,S,,1,0
1034_w0722,YNQ,,1,0
1034_w0723,S,,1,0
1034_w0724,ANS,,1,0
1034_w0725,Q-W; OQ,,2,0
1034_w0726,S,,1,0
1034_w0727,S,ATTR,1,1
1034_w0728,S,,1,0
1034_w0729,S,,1,0
1034_w0730,S; MS,,2,0
1034_w0731,S,,1,0
1034_w0732,S,,1,0
1034_w0733,S; HS,,2,0
1034_w0734,S; HS,,2,0
1034_w0735,S,,1,0
1034_w0736,S-Inform,,1,0
1034_w0737,S,,1,0
1034_w0738,S,,1,0
1034_w0739,S,,1,0
1034_w0740,S,UF,1,1
1034_w0741,S,,1,0
1034_w0742,S,AP,1,1
1034_w0743,S,,1,0
1034_w0744,S,,1,0
1034_w0745,S,,1,0
1034_w0746,GR,,1,0
1034_w0747,GR; THK,,2,0
1034_w0748,GR,,1,0
1034_w0749,S,,1,0
1034_w0750,S,,1,0
1034_w0751,S-Inform; HS,,2,0
1034_w0752,S-Inform; HS,,2,0
1034_w0753,S; HS,,2,0
1034_w0754,S,,1,0
1034_w0755,S; MS,,2,0
1034_w0756,S-Inform,,1,0
1034_w0757,S,,1,0
1034_w0758,S-Inform,,1,0
1034_w0759,S,,1,0
1034_w0760,S-Inform,,1,0
1034_w0761,S,,1,0
1034_w0762,S,,1,0
1034_w0763,S,,1,0
1034_w0764,S,,1,0
1034_w0765,S,,1,0
1034_w0766,S,,1,0
1034_w0767,S,,1,0
1034_w0768,IAFA; GR,,2,0
1034_w0769,S,,1,0
1034_w0770,Q-W; GR,,2,0
1034_w0771,GR,,1,0
1034_w0772,THK,,1,0
1034_w0773,GR,,1,0
1034_w0774,GR,,1,0
1034_w0775,GR,,1,0
1034_w0776,GR,,1,0
1034_w0777,S,,1,0
1034_w0778,MS,,1,0
1034_w0779,S; MS,,2,0
1034_w0780,YNQ; S-Inform; HS,,3,0
1034_w0781,YNQ,,1,0
1034_w0782,Q-RHET; S; IAFA,,3,0
1034_w0783,S,AE; AP; IP,1,3
1034_w0784,S,IT; IP,1,2
1034_w0785,TT,,1,0
1034_w0786,S,,1,0
1034_w0787,S,,1,0
1034_w0788,S,,1,0
1034_w0789,S,IT,1,1
1034_w0790,S-Inform,AE; IT,1,2
1034_w0791,S,IP,1,1
1034_w0792,S; HS,AE,2,1
1034_w0793,S,AE,1,1
1034_w0794,S,,1,0
1034_w0795,S,AE; IP,1,2
1034_w0796,S,AP; IT,1,2
1034_w0797,S,ATTR; REB,1,2
1034_w0798,S-Inform,PB; ATTR; REB; SE,1,4
1034_w0799,S; CH,PB; ATTR; REB,2,3
1034_w0800,S-Inform; CH,AE; ATTR; REB; SE,2,4
1034_w0801,S; TG,,2,0
1034_w0802,REJ; CORR,REB,2,1
1034_w0803,REJ; CH,REB,2,1
1034_w0804,S; CH,REB,2,1
1034_w0805,S,,1,0
1034_w0806,S,AP,1,1
1034_w0807,S,,1,0
1034_w0808,S-Inform,IT,1,1
1034_w0809,S,ATTR; SE,1,2
1034_w0810,S,AF; REB,1,2
1034_w0811,S-Inform,SE,1,1
1034_w0812,S,REB,1,1
1034_w0813,S,IT; SE,1,2
1034_w0814,S,AF; ATTR,1,2
1034_w0815,S,AF; CB,1,2
1034_w0816,S,AF; CB,1,2
1034_w0817,S,AF; CB; SE,1,3
1034_w0818,S-Inform,SE,1,1
1034_w0819,S,AF; AE,1,2
1034_w0820,S; S-Inform,AF; CB,2,2
1034_w0821,S,AF; RB; CB,1,3
1034_w0822,S,AF,1,1
1034_w0823,S,,1,0
1034_w0824,S,AF,1,1
1034_w0825,S,SE,1,1
1034_w0826,S,SE,1,1
1034_w0827,S,AF; CB,1,2
1034_w0828,S,AF,1,1
1034_w0829,S,AF,1,1
1034_w0830,S,PB; ATTR,1,2
1034_w0831,S,AF; ATTR,1,2
1034_w0832,S,AF,1,1
1034_w0833,S,AF; SE,1,2
1034_w0834,S,AF,1,1
1034_w0835,S,AF,1,1
1034_w0836,S-Inform,IT,1,1
1034_w0837,S,IT,1,1
1034_w0838,TG; MS,,2,0
1034_w0839,ACK,,1,0
1034_w0840,IAFA; MS,DF,2,1
1034_w0841,S-Inform; CH,PER; ATTR; REB,2,3
1034_w0842,S; CH,AF; PER; ATTR; REB,2,4
1034_w0843,S; CH; HS,AF; PER; ATTR; REB,3,4
1034_w0844,S,IT; ATTR,1,2
1034_w0845,S,UF; IT,1,2
1034_w0846,S; MS,PER; ATTR; REB,2,3
1034_w0847,S,PER; ATTR,1,2
1034_w0848,S,AF; PER; ATTR,1,3
1034_w0849,S,,1,0
1034_w0850,S; IAFA-OF,AE; UF; IP,2,3
1034_w0851,S,,1,0
1034_w0852,S,DF,1,1
1034_w0853,S,,1,0
1034_w0854,S,IT,1,1
1034_w0855,S,IT,1,1
1034_w0856,S,AP; IT,1,2
1034_w0857,S,AP; IT; SE,1,3
1034_w0858,S,,1,0
1034_w0859,S,AF,1,1
1034_w0860,YNQ; Q-RHET,CBias,2,1
1034_w0861,S,IT,1,1
1034_w0862,S; S-Inform,IT; SE,2,2
1034_w0863,S,IT; CB,1,2
1034_w0864,S,IT,1,1
1034_w0865,S,IT,1,1
1034_w0866,S,IT,1,1
1034_w0867,S,IT; CB,1,2
1034_w0868,S,IT,1,1
1034_w0869,S; INT,IT; SE,2,2
1034_w0870,S,REB,1,1
1034_w0871,S,REB,1,1
1034_w0872,S,IT,1,1
1034_w0873,S,,1,0
1034_w0874,TG,,1,0
1034_w0875,S,PER; ATTR; REB,1,3
1034_w0876,S,ATTR; REB,1,2
1034_w0877,S; IAFA-OF,IT; IP,2,2
1034_w0878,S-Inform,ATTR; REB; SE,1,3
1034_w0879,S,IT,1,1
1034_w0880,S-Inform; CH,ATTR; REB; SE,2,3
1034_w0881,S-Inform; CH,AF; ATTR; REB; SE,2,4
1034_w0882,S,,1,0
1034_w0883,S; CH,PER; ATTR; REB,2,3
1034_w0884,S; HS,IT; SE,2,2
1034_w0885,S,IT,1,1
1034_w0886,S,AP; IT,1,2
1034_w0887,S,IT,1,1
1034_w0888,S; CH; TT,ATTR; REB,3,2
1034_w0889,S; CH,PER; ATTR; REB,2,3
1034_w0890,S; CH,REB; SE,2,2
1034_w0891,S; CH,PER; REB,2,2
1034_w0892,IAFA,REB,1,1
1034_w0893,S; CH,PER; REB,2,2
1034_w0894,S; GR; MS,,3,0
1034_w0895,S,,1,0
1034_w0896,S; MS,,2,0
1034_w0897,S,,1,0
1034_w0898,S-Inform,,1,0
1034_w0899,S; S-Inform,AF,2,1
1034_w0900,S; S-Inform; HS,AF; AE,3,2
1034_w0901,YNQ,,1,0
1034_w0902,S; REJ,IA,2,1
1034_w0903,S,AF; PB; CBias,1,3
1034_w0904,S; S-Inform,IT; SE,2,2
1034_w0905,S-Inform,IT; SE,1,2
1034_w0906,S,IT; SE,1,2
1034_w0907,S,AF; ATTR; CB,1,3
1034_w0908,S,AF; AE; SE,1,3
1034_w0909,S; CH,AF; AE; ATTR,2,3
1034_w0910,S; CH,ATTR; REB,2,2
1034_w0911,S,CB; SE,1,2
