sentence_id,sentence_text
1027_t0279_s005,You have to be able to negotiate our trade deals.
1031_t0347_s001,"By the way, I’m going to eliminate a significant number of the taxes."
1027_t0012_s010,They have a VAT tax.
1029_t0226_s009,I have worked with Latinos—one of my first jobs in politics was down in south Texas registering Latino citizens to be able to vote.
1007_t0069_s016,Anybody else can run the middle class down and run the economy in a ditch.
1003_t0060_s004,"I think of those people that took us back into space again, Rick Houk and that crew, as people that are worthy of this."
1007_t0175_s020,Governor Clinton keeps hitting me on vetoing legislation.
1027_t0242_s007,They had mastered the nuclear fuel cycle under the Bush administration.
1023_t0091_s019,We’re going to give a better prescription program.
1008_t0132_s003,I happen to like President Clinton personally.
1026_t0098_s009,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military’s changed."
1018_t0055_s003,Maybe that explains why Medicare patients are complaining about being pushed off of Medicare.
1031_t0804_s005,.
1026_t0151_s003,And we put a stop to it and as a consequence saved jobs throughout America.
1010_t0002_s014,"Would I understand it if it occurred to me, and I might just say I’m from a large family."
1017_t0057_s021,I don’t see how the Iraqis are going to have confidence in the American president if all they hear is that it was a mistake to be there in the first place.
1007_t0144_s004,"And I suggest that in a free society owned by the people, the American people ought to know what we told Ambassador Glaspie to tell Saddam Hussein, because we spent a lot of money and risked lives and lost lives in that effort, and did not accomplish most of our objectives."
1014_t0115_s002,MEMBER OF AUDIENCE: Hi.
1013_t0074_s002,I think what we need to do is convince people who live in the lands they live in to build the nations.
1001_t0056_s019,And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out.
1013_t0217_s001,Wait a minute.
1011_t0132_s011,Too many people have been left behind.
1007_t0203_s011,"And, lastly, the other night on character Governor Clinton said it’s not the character of the president but the character of the presidency."
1033_t0118_s009,"Who’s going to tell her, she can’t go back to community college?"
1018_t0024_s010,And I saw a problem in the public education system in America.
1008_t0022_s007,I’m concerned about healthcare.
1033_t0276_s001,"I don’t, I don’t know what to say."
1031_t0740_s003,India does.
1025_t0163_s005,You also have investments through a Cayman’s trust.
1013_t0095_s017,"I believe, though — I believe, as sure as I’m sitting here, that most Americans really care."
1033_t0351_s003,4 million jobs in a short period of time etc.
1013_t0086_s008,And I was surprised at the extent of it.
1008_t0048_s013,"Do I think that I bear some responsibility for the fact that too many of our children still don’t understand drugs are wrong, drugs can kill you."
1001_t0047_s014,But I salute him for his passion.
1014_t0133_s023,"But I’m not proud of any record, sir, I’m not."
1017_t0103_s008,I’ve been for faith-based initiatives helping to intervene in the lives of young children for years.
1015_t0096_s001,Both.
1018_t0043_s023,"And so, those are four ways to help control the costs in health care."
1010_t0084_s012,Why?
1023_t0041_s002,"Well, but he gets the first word of that segment."
1029_t0048_s001,Because you’d be in jail.
1025_t0150_s002,I did not say that the Arizona law was a model for the nation in that aspect.
1023_t0027_s001,"Well, for 18 months he’s been running on this tax plan."
1022_t0130_s010,"All I want to do, if you’ve already got health care, is lower your costs."
1030_t0045_s001,"Well—well, but she said one thing."
1010_t0118_s010,They want to get into our market.
1027_t0026_s016,You’ve been doing this for 30 years.
1017_t0161_s023,And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.
1013_t0042_s001,I supported that.
1033_t0147_s017,But it no longer is Obamacare.
1013_t0082_s017,"We can work with them on security matters, for example, but it’s their call to make."
1013_t0142_s009,But I don’t think that we can ignore the role played by guns.
1027_t0006_s006,I want us to invest in you.
1029_t0184_s001,"First of all, she was there as secretary of state with the so-called line in the sand, which…"
1014_t0062_s008,"Now, I doubt anybody here makes more than $330,000 a year."
1031_t0226_s002,"Let me shut you down for a second, Joe, just for one second."
1027_t0309_s003,I’m going to be able to do it.
1008_t0132_s017,I have relatives on Medicare.
1006_t0008_s002,The trick is to expand our export base and to expand trade on terms that are fair to us.
1026_t0140_s005,"And as a consequence, veterans’ unemployment is actually now lower than general population."
1010_t0035_s004,"In fact, 1992 we had a bill come before us that all the states had to comply or they’re going to lose certain money."
1015_t0029_s006,We didn’t need that tax cut.
1004_t0102_s015,And he went out and he did it.
1031_t0171_s001,"14,000 people died, not 200,000."
1029_t0151_s040,And I think it’s so important—one of the most important things we can do.
1004_t0038_s010,"I will accept and have accepted the recommendations of 2 proven leaders, General Colin Powell and Secretary Dick Cheney."
1031_t0630_s001,.
1023_t0167_s004,He said he was going to lower tax rates.
1013_t0082_s015,"Putin is going to have to make the decision as to whether or not he wants to adhere to rule of law and normal accounting practices so that if countries and/or entities invest capital, there’s a reasonable rate of return, a way to get the money out of the economy."
1025_t0084_s009,So I want to get some relief to middle-income families.
1022_t0114_s015,We are going to invest in information technology to eliminate bureaucracy and make the system more efficient.
1015_t0050_s007,I understand how hard it is.
1006_t0172_s030,"Now, that has nothing to do with learning."
1011_t0110_s012,I would like to tell you a quick story.
1030_t0128_s013,Why aren’t the NATO questioned—why aren’t they paying?
1027_t0261_s003,"Believe me, he’s not a happy camper."
1025_t0097_s001,"And I just described — I just described to you, Mr."
1003_t0071_s001,I didn’t hear the word “liberal” or “left” one time.
1014_t0027_s017,We need a program for the uninsured.
1004_t0010_s014,"But I believe that this Agenda for American renewal I have is the answer to do it, and I believe we can get it done now, whereas we didn’t in the past, because you’re going to have a whole brand new bunch of people in the Congress that are going to have to listen to the same American people I’m listening to."
1026_t0104_s002,It is our greatest ally in the region.
1014_t0090_s015,"There is a great program called Project Exile in Richmond, Virginia, where we focused federal taxpayers’ money and federal prosecutors and went after people who were illegally using guns."
1001_t0003_s004,"So we’ve seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools."
1001_t0088_s018,"And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region."
1031_t0738_s001,"Wait a minute, Chris."
1017_t0009_s013,"And I saw a unique threat in Saddam Hussein, as did my opponent, because we thought he had weapons of mass destruction."
1021_t0027_s006,We’ve got to invest in college affordability.
1033_t0147_s024,"And I think we’re going to win the House, okay?"
1014_t0010_s005,"They like it because it doesn’t accomplish what I think really needs to be accomplished to give the decisions back to the doctors and nurses and give you a right of appeal to somebody other than the HMO or insurance company, let you go to the nearest emergency room without having to call an HMO before you call 911, to let you see a specialist if you need to, and it has strong bipartisan support."
1003_t0169_s011,Mr.
1022_t0167_s009,"I have a record of reform, and taking on my party, the other party, the special interests, whether it be an HMO Patients’ Bill of Rights, or trying to clean up the campaign finance system in — in this country, or whether it be establishment of a 9/11 Commission, I have a long record of it."
1022_t0032_s009,Senator Obama has asked for nearly $1 billion in pork-barrel earmark projects…
1011_t0099_s007,There is a huge difference in this campaign.
1021_t0077_s006,American citizens understand that.
1025_t0222_s019,The — the greatest failure we’ve had with regards to — to gun violence in some respects is what — what is known as Fast and Furious.
1015_t0090_s005,"And so I decided that a better way to approach the issue was to get other nations involved, just besides us."
1010_t0114_s004,Reduce the capital gains rate.
1010_t0124_s014,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate — I know a person who went to jail for looking at one file, one FBI file."
1003_t0157_s006,"That wouldn’t have stopped if we hadn’t been willing wouldn’t have even started, the Soviets coming out, if we hadn’t even been willing to support the freedom fighters there."
1022_t0030_s005,And the point is that we become energy independent and we will create millions of jobs — millions of jobs in America.
1027_t0026_s002,"We invested in a solar company, our country."
1001_t0116_s005,"Now, it’s fine to say that sometimes you have to hit base camps, but when the president saw this state sponsored-fingerprints of Muammar Khadaffi on the loss of American life, he hit Libya."
1008_t0037_s015,"I said that one day and Pat Moynihan, a Democrat, say, no, he said, in the history of the world."
1033_t0049_s002,"The transmittal rate to the teachers is very small, but I want to open the schools."
1001_t0009_s008,"I remember being in a high school in my own state as we were organizing something we call the Governor’s Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help."
1030_t0256_s040,"You shouldn’t have been in Iraq, but once you were in Iraq, you should have never left the way."
1007_t0031_s002,"I’d like to see a balanced budget amendment for America, to protect the American taxpayers, and then that would discipline not only the executive branch but the spending Congress, the Congress that’s been in control of one party, his party, for 38 years."
1029_t0088_s012,"Number four, if you’re under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn’t happen before."
1008_t0118_s011,"President, but you’re stuck with it because that’s your record, that’s your record in Arkansas: The biggest tax increase in history."
1015_t0138_s005,"My fellow Americans, as I’ve said at the very beginning of this debate, both President Bush and I love this country very much."
1008_t0033_s002,"I want to increase spending 14 percent, that’s how simple it is."
1021_t0016_s004,"I’ll bet you, you may never even have heard of them before this crisis."
1017_t0090_s019,"If you care about it, why don’t you veto it?"
1027_t0010_s007,"I call it trumped-up trickle-down, because that’s exactly what it would be."
1001_t0098_s011,But you have to have a little bit of experience to know where to start.
1007_t0057_s012,"Look, I am a job creator, not a job destroyer."
1025_t0186_s005,"But I find more troubling than this, that on — on the day following the assassination of the United States ambassador, the first time that’s happened since 1979, when — when we have four Americans killed there, when apparently we didn’t know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund-raiser, then the next day to Colorado for another event, other political event."
1003_t0058_s019,"In many cases they are people in the community who are examples, and are role models."
1022_t0062_s001,Congratulations.
1011_t0115_s007,You don’t test every year.
1011_t0060_s008,I don’t believe in liberal activist judges.
1003_t0080_s004,"And I think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision."
1007_t0045_s003,"He really didn’t have a new economic program until over 1300 days into his presidency, and not all of his health care initiative has been presented to the Congress even now."
1008_t0108_s008,"It’s not taking anything away from schools, it’s new money."
1006_t0172_s019,"Well, the White House is a bully pulpit, and I think we ought to be pounding on the table every day."
1018_t0081_s001,Which time limit.
1029_t0220_s031,"I mean, it’s—you know, and I’ve been saying at big speeches where I have 20,000 and 30,000 people, what do you have to lose?"
1008_t0075_s005,The Kennedy-Kassebaum bill that I signed will make it possible for 25 million people to keep their health insurance when they change jobs or when somebody in their family’s been sick.
1021_t0023_s011,They’re most effective.
1023_t0072_s016,And all that raises revenue.
1033_t0020_s014,"And you know, I caught it."
1001_t0005_s005,Here we are with a government that’s been dealing with a drug-running Panamanian dictator.
1006_t0013_s028,I just don’t believe that would stimulate any kind of growth at all.
1008_t0134_s001,"Well, I’d say the first homeless bill in the Senate was the Dole-Byrd Byrd-Dole bill, I can’t remember who was in control then."
1007_t0189_s014,Truman is right.
1006_t0045_s012,"So in principle, though, I’ll take your point and think we ought to discuss child care or whatever else it is."
1014_t0027_s020,The number of uninsured has now gone up for the past seven years.
1017_t0020_s025,I’m going to get the training done for our troops.
1027_t0143_s001,"Well, sometimes there’s not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government."
1019_t0110_s016,And I’ve said this to President Karzai.
1030_t0204_s002,I’m very proud of that.
1027_t0184_s003,"And her campaign manager, Patti Doyle, went to—during the campaign, her campaign against President Obama, fought very hard."
1015_t0023_s007,"Now, we can succeed."
1018_t0049_s004,And I’m very proud of that.
1017_t0101_s015,We’re spending $1 billion to come up with the technologies to do that.
1007_t0095_s003,We ought to make them disclose the people they’ve given money to when they’re testifying before congressional committees; we ought to close the lawyers’ loopholes; they ought to have to disclose when they’re really lobbying.
1030_t0149_s005,I’m against it now.
1027_t0137_s004,"I’ve met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do."
1008_t0136_s010,"I think they’re better off, all of us are, that we got the interest rates down and the deficit down."
1018_t0102_s009,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I’ve been the president of the United States, but to unbundle government contracts so people have a chance to be able to bid and receive a contract to help get their business going."
1004_t0140_s007,I’d like to thank the people who’ve started with Mr.
1007_t0167_s003,"And if you watch it Thursday, Friday, Saturday this week, you’ll get more."
1025_t0265_s010,"Loves his family, cares about his faith."
1027_t0014_s004,"We cannot do it any longer, Lester."
1026_t0117_s002,"If we’re going to talk about trips that we’ve taken — when I was a candidate for office, first trip I took was to visit our troops."
1027_t0006_s018,We’re going to do it by having the wealthy pay their fair share and close the corporate loopholes.
1026_t0063_s004,They don’t vote for war.
1015_t0034_s016,"We didn’t guard the foreign office, where you might have found information about weapons of mass destruction."
1010_t0007_s018,"They’re watching what we do, what we say, what we promise and what we finally deliver."
1014_t0032_s015,"That’s why I support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can’t be sued."
1022_t0024_s009,I mentioned health care earlier.
1013_t0139_s001,The state.
1013_t0034_s006,Vice President.
1033_t0147_s014,We have the individual mandate done.
1006_t0155_s018,And I think I got a good plan to help fix those problems at home.
1006_t0215_s001,Absolutely.
1007_t0117_s015,That’s quite different than taking a position where you know it’s best for you.
1019_t0012_s005,You’ve mentioned President Dwight David Eisenhower.
1023_t0062_s012,And the reality is it’s not just wealthy people — you mentioned Donald Trump.
1017_t0112_s008,"This is different from saying, “OK, let me incent you to go on the government."
1021_t0034_s004,But we can do them all at once.
1003_t0118_s001,that is a very good reason for voting for Mike Dukakis and Lloyd Bentsen on the 8th of November.
1031_t0124_s006,"And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly?"
1026_t0068_s009,"You know, under my leadership, what we’ve done is reformed education, working with governors, 46 states."
1015_t0006_s015,The A.
1031_t0209_s003,You didn’t go to Delaware State.
1022_t0098_s005,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, “This can’t go on."
1022_t0060_s006,"What the American people can’t afford, though, is four more years of failed economic policies."
1033_t0195_s009,He is not giving them any of the money.
1015_t0090_s015,"He wants to unravel the six- party talks, or the five-nation coalition that’s sending him a clear message."
1017_t0098_s007,Look at the record of the man running for the president.
1006_t0101_s016,None of them ever get implemented because — let me give you an example.
1026_t0065_s020,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.
1010_t0131_s019,"It’s sort of ad hoc, just whatever comes up, we’ll deal with it."
1004_t0038_s002,"If you look at the cost of not keeping the peace in Europe, it would be exorbitant."
1023_t0014_s029,"And finally, with regards to that tax cut, look, I’m not looking to cut massive taxes and to reduce the — the revenues going to the government."
1022_t0157_s019,"A lot of people, including me, said, look, it’s not doing what it should do."
1013_t0034_s002,If I think it’s in our nation’s strategic interest I’ll commit troops.
1001_t0050_s009,I like those ratings systems.
1031_t0308_s001,Show us your tax returns.
1029_t0264_s006,"And so I would want to see the Supreme Court reverse Citizens United and get dark, unaccountable money out of our politics."
1015_t0127_s001,"Well, let me just say quickly that I’ve had an extraordinary experience of watching up close and personal that transition in Russia, because I was there right after the transformation."
1031_t0596_s003,He doesn’t want to calm things down.
1027_t0008_s007,And we have a very good fight.
1019_t0114_s023,And they all say to me that we don’t want defeat.
1013_t0161_s009,I believe everybody who pays taxes ought to get tax relief.
1021_t0006_s020,Yes.
1006_t0151_s007,I do hope you will read our plans.
1030_t0006_s005,And she was forced to apologize.
1031_t0228_s001,Because it’s a political thing.
1025_t0089_s010,He can’t tell you.
1015_t0083_s008,"And, yes, he would have been stronger had we not dealt with him."
1027_t0216_s003,"Under your direction, to a large extent."
1011_t0107_s001,Take for example the marriage penalty.
1013_t0131_s024,It’s the law-abiding citizens who will do that.
1006_t0067_s014,"The president wants it, but we can’t get it because we sit here in gridlock because it’s a campaign year."
1001_t0013_s012,"I went down there and talked to the president of Panama about cleaning up their money laundering, and Mr."
1018_t0089_s001,"Well, I think the fact that they’re facing these repeated call-ups, some of them two and three deployments, and there’s a stop- loss policy that prevents people from being able to get out when their time was up, is a reflection of the bad judgment this president exercised in how he has engaged in the world and deployed our forces."
1025_t0104_s003,"I was proud of the fact that after I staffed my Cabinet and my senior staff, that the University of New York in Albany did a survey of all 50 states, and concluded that mine had more women in senior leadership positions than any other state in America."
1027_t0253_s011,"I say, who makes these—we lose on everything."
1008_t0133_s009,That’s what I’d like them to know about me; that I’ve gotten up every day and worked for the American people and worked so that their children could have their dreams come true.
1033_t0290_s001,"38,000 prisoners were released from federal prison."
1001_t0103_s001,"What I think we ought to do is take a look at perestroika and glasnost, welcome them, but keep our eyes open."
1006_t0065_s003,This is not mud slinging.
1007_t0111_s006,He got a deferment or he didn’t.
1015_t0023_s002,"And I will succeed for those troops, now that we’re there."
1026_t0151_s006,They feel as if they had finally an administration who was going to take this issue seriously.
1003_t0025_s002,He has raised taxes several times.
1006_t0013_s001,"Well, I’m a little confused here, because I don’t see how you can grow the deficit down by raising people’s taxes."
1029_t0130_s001,That’s not been debunked.
1010_t0096_s006,Maybe that’s part of the answer.
1014_t0075_s003,We stand for those values and we have to be willing to assert them.
1013_t0044_s001,"Yes, I voted for it, supported it."
1026_t0041_s001,"What we’ve done is organize the international community, saying Assad has to go."
1006_t0101_s013,The facts are you now have a government that comes at you.
1003_t0120_s004,I don’t appoint people I think are liberal or people who think – who I think are conservative.
1008_t0061_s003,Now I understand it’s been extended ’til some time next year.
1023_t0062_s017,I don’t want to kill jobs in this environment.
1022_t0056_s005,So I think the tone of this campaign could have been very different.
1021_t0073_s004,"If you’ve got health insurance, most of you have seen your premiums double over the last eight years."
1018_t0069_s018,"We got to start moving them toward full citizenship, out of the shadows."
1011_t0140_s008,The vice president thinks it’s the government’s money.
1004_t0052_s014,But it is a good program.
1013_t0087_s008,I don’t think they ought to be held guilty.
1021_t0109_s001,It’d be fine with me.
1015_t0006_s012,America and the world are safer for it.
1019_t0163_s002,That was the key legislation at the time and put us on the road to eliminating this issue of nuclear waste and the nuclear fuel that has to be taken care of.
1017_t0096_s003,Those are the fuzzy math figures put together by some group that works for the campaign.
1008_t0014_s017,Renee Proval is probably better off than he was four years ago.
1018_t0098_s004,"I’ve been a hunter since I was a kid, 12, 13 years old."
1025_t0260_s001,"Thank you, and that’s an opportunity for me, and I appreciate it."
1033_t0317_s002,Show the tape.
1025_t0168_s001,I do want to make sure that — I do want to make sure that we just understand something.
1001_t0088_s006,"Remember that, George?"
1022_t0019_s001,The fact is that businesses in America today are paying the second highest tax rate of anywhere in the world.
1021_t0057_s004,"We know what the problems are, my friends, and we know what the fixes are."
1018_t0069_s014,"Secondly, we need a guest-worker program, but if it’s all we have, it’s not going to solve the problem."
1010_t0083_s025,We’ve got to stop some of these frivolous lawsuits.
1007_t0008_s012,We gave it off to a slow start and a fast finish to give the economy time to recover.
1014_t0133_s020,I’m not proud of any record.
1031_t0784_s010,"Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance."
1026_t0112_s021,There are inspections that are very intrusive.
1033_t0162_s002,"When he talks about a public option, he’s talking about destroying your Medicare, totally destroying — and destroying your Social Security."
1014_t0108_s007,"She and her husband made us grandparents almost a year-and-a-half ago, and yet if she’ll forgive me, when she was little, she brought a record home that had some awful lyrics in it and Tipper hit the ceiling."
1021_t0043_s003,There’s easy money out there.
1031_t0032_s001,"And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw."
1017_t0103_s013,Here they’re leaving the skies and the environment behind.
1030_t0268_s001,Iran is taking over Iraq.
1030_t0035_s003,"In the audience tonight, we have four mothers of—I mean, these are unbelievable people that I’ve gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally."
1017_t0071_s020,You’ve gone up 64 percent.
1011_t0104_s008,Every middle class family is eligible for a tax cut under my proposal.
1015_t0050_s029,And a free Iraq is going to make this world a more peaceful place.
1033_t0295_s002,Sometimes you gotta talk ’em into it.
1001_t0145_s006,"And as a matter of fact, I think for most people the notion of President Quayle is a very very troubling thought."
1007_t0045_s007,"They will be my first priority, not my election year concern."
1018_t0053_s015,And just look at other countries that have tried to have federally controlled health care.
1014_t0144_s002,Because the trillion dollars that has been promised to young people has also been promised to older people.
1004_t0138_s015,"Think of your dreams as a child and ask yourself, isn’t it time to stop talking about it?"
1025_t0082_s001,You’re doing great.
1014_t0142_s031,I’m going to bring them together.
1025_t0182_s005,So nobody is more concerned about their safety and security than I am.
1029_t0134_s001,I was against—I was against the war in Iraq.
1008_t0024_s003,I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system.
1018_t0091_s004,Some of them had been there before.
1007_t0157_s006,"And the battlefield was searched, and there wasn’t one single iota of evidence that any US weapons were on that battlefield."
1007_t0012_s002,He refers to one tax increase.
1029_t0230_s001,I want to be the best president I can be for every American.
1026_t0193_s011,That’s why we have to move forward and not go back.
1021_t0023_s003,"My friend, I’d like you to see the letter that a group of senators and I wrote warning exactly of this crisis."
1008_t0066_s009,Our values must be at stake.
1031_t0802_s003,.
1004_t0022_s002,Bush.
1031_t0704_s001,It’s all true.
1015_t0004_s020,"We can do a better job of training the Iraqi forces to defend themselves, and I know that we can do a better job of preparing for elections."
1031_t0008_s009,So I think she’s going to be fantastic.
1013_t0074_s007,That’s what it’s meant to do.
1021_t0073_s015,"If you don’t have health insurance, you’re going to be able to buy the same kind of insurance that Senator McCain and I enjoy as federal employees."
1013_t0081_s013,"Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader."
1017_t0081_s014,"And plus, we cut taxes for everybody."
1025_t0260_s007,I understand what it takes to make a bright and prosperous future for America again.
1031_t0717_s001,"You know, that’s not true either, right?"
1029_t0256_s003,He would send us back into recession with his tax plans that benefit the wealthiest of Americans.
1013_t0163_s011,And so they’re looking for ways to satisfy their desire for a better life and still reduce pollution at the same time.
1017_t0115_s010,It’s a fact.
1033_t0256_s006,Look at us closely.
1026_t0158_s013,I disagree with that.
1006_t0077_s010,"I also believe that we should offer college scholarships to people who will agree to work them off as police officers, and I think, as we reduce our military forces, we should let people earn military retirement by coming out and working as police officers."
1017_t0057_s022,"This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support."
1003_t0010_s013,They want to judge it on the record itself.
1017_t0105_s006,"And we’ll continue to spend money on research and development, because I truly believe that’s the way to get from how we live today to being able to live a standard of living that we’re accustomed to and being able to protect our environment better, the use of technologies."
1031_t0345_s001,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one."
1027_t0160_s005,"Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective."
1006_t0238_s004,I am action oriented.
1006_t0023_s008,"My record on world affairs is pretty well known because I’ve been president for 4 years, so I feel I’ve been talking issues."
1027_t0196_s025,And I have been given great credit for what I did.
1010_t0007_s007,Nobody knows who hired this man.
1013_t0228_s004,"I agree with Governor Bush that we should have new accountability, testing of students."
1010_t0040_s011,Medicare needs help now.
1008_t0091_s003,It seemed to me the violence stopped when these leaders came to America.
1007_t0057_s013,It is the Bush administration that has had no new jobs in the private sector in the last 4 years.
1018_t0065_s018,But we acted.
1018_t0035_s005,"And I also know in a free society people, consenting adults can live the way they want to live."
1003_t0160_s005,What’s been going on?
1015_t0042_s024,But this president hasn’t even held the kind of statesman-like summits that pull people together and get them to invest in those states.
1026_t0065_s001,America remains the one indispensable nation.
1007_t0186_s002,"Key thing here, see, we all come up with images."
1031_t0633_s003,.
1001_t0080_s013,"These programs have been cut and slashed and butchered, and they’ve hurt kids all over this country."
1013_t0086_s011,"Now, that runs counter to what the United States of America is all about at our core."
1027_t0162_s003,"And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?"
1017_t0134_s014,Will we have equal opportunity?
1014_t0081_s002,"Just to finish briefly, I started to say that for the last eight years I’ve been on the National Security Council."
1006_t0157_s005,"We’ve got agreements, but they are still there."
1013_t0012_s008,"It’s too much to hope that this is going to continue, but I do hope that it will continue."
1031_t0017_s001,"Well, you’re certainly going to socialist."
1014_t0017_s008,"If I’m the president, we’re going to have emergency room care, we’re going have gag orders, we’re going to have direct access to OB/GYN."
1021_t0006_s006,"Americans are angry, they’re upset, and they’re a little fearful."
1031_t0157_s001,Wrong.
1029_t0188_s015,She talks in favor of the rebels.
1023_t0091_s012,” That’s not just going after places where there’s abuse.
1003_t0078_s003,"Barb and I lost a child, you know that we lost a daughter, Robin."
1013_t0014_s012,He better not be or there’s going to be a consequence should I be the president.
1023_t0046_s005,I’m going to stop other things.
1023_t0102_s001,What I support is no change for current retirees and near-retirees to Medicare.
1011_t0157_s001,"You know, this man has no credibility on the issue."
1030_t0105_s003,"But if the United States got along with Russia, wouldn’t be so bad."
1007_t0167_s005,President.
1019_t0112_s002,"And the result over time was the Taliban, Al Qaida, and a lot of the difficulties we are facing today."
1026_t0039_s009,"But number five, the other thing that we have to do is recognize that we can’t continue to do nation building in these regions."
1031_t0714_s003,.
1025_t0236_s003,"When Governor Romney was asked whether teachers, hiring more teachers was important to growing our economy, Governor Romney said that doesn’t grow our economy."
1030_t0335_s017,They have no jobs.
1013_t0163_s001,I do.
1013_t0006_s008,So I don’t think they ought to look at us in any way other than what we are.
1023_t0061_s004,We still have trillion-dollar deficits.
1001_t0140_s010,And he has my full confidence and he’ll have the confidence of people that are in their 30Ï€s and 40Ï€s and more.
1027_t0079_s002,What I have proposed would cut regulations and streamline them for small businesses.
1004_t0125_s008,"And just remember this, folks."
1013_t0064_s004,And that’s a case where we need to use our influence to have countries in Africa come together and help deal with the situation.
1026_t0046_s004,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.
1025_t0144_s022,Those who’ve come here illegally take their place.
1015_t0090_s004,And we signed an agreement with North Korea that my administration found out that was not being honored by the North Koreans.
1010_t0134_s028,It’s a very proud moment for me.
1019_t0116_s009,"The question is for the next president, are we making good judgments about how to keep America safe precisely because sending our military into battle is such an enormous step."
1033_t0336_s001,I see.
1008_t0136_s009,The deficit was bigger than I thought it was going to be.
1030_t0008_s012,"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them."
1033_t0309_s008,"And the fumes coming up — if you’re a believer in carbon emission, the fumes coming up to make — make these massive windmills is more than anything that we’re talking about with natural gas, which is very clean."
1018_t0003_s008,Yes.
1006_t0061_s012,Everyone knows that.
1029_t0238_s003,You look at Charlotte.
1025_t0185_s002,"And — and I — I think the president just said correctly that the buck does stop at his desk and — and he takes responsibility for — for that — for the failure in providing those security resources, and — and those terrible things may well happen from time to time."
1001_t0160_s023,Thank you very much.
1019_t0100_s014,We’ve been successful in Afghanistan.
1027_t0263_s017,"He says it’s a secret plan, but the only secret is that he has no plan."
1030_t0335_s006,We have a depleted military.
1006_t0157_s014,Germany and Japan spend around $30 billion a piece.
1017_t0059_s004,I understand that.
1021_t0019_s003,He jumped on it a year after it had been introduced and it never got passed.
1030_t0004_s003,"You know, I think when we talk about the Supreme Court, it really raises the central issue in this election, namely, what kind of country are we going to be?"
1027_t0150_s019,It brought the crime rate way down.
1014_t0032_s010,"I believe we ought to measure a lot, three, four, five, six, seven, eighth grade."
1006_t0097_s018,"To do that you need a system of managed competition where all of us are covered in big groups and we can choose our doctors and our hospitals, a wide range, but there is an incentive to control costs."
1008_t0118_s002,So I think he’s a bit taller than I am.
1033_t0020_s001,I did not say over soon.
1008_t0132_s015,"I know this to be a fact because I had one tell me last week, Senator don’t cut my Medicare."
1033_t0333_s001,It is a big statement because I would stop —
1007_t0167_s019,"I don’t have a free reserved parking place at Natl Airport, why should my servants?"
1023_t0007_s025,"Number four, get to us a balanced budget."
1014_t0034_s004,"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student."
1006_t0155_s001,"Well, we have come to that position."
1023_t0011_s002,"Now, in order for us to do it, we do have to close our deficit, and one of the things I’m sure we’ll be discussing tonight is, how do we deal with our tax code?"
1030_t0092_s001,"Well, he’d rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us."
1026_t0147_s010,But there are always going to be elements in these countries that potentially threaten the United States.
1033_t0159_s001,My response is people deserve to have affordable health care — period.
1021_t0125_s006,"He has gradually repressed most of the liberties that we would expect for nations to observe, and he has exhibited most aggressive behavior, obviously, in Georgia."
1018_t0089_s013,He said he would work through a real alliance.
