sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1014_t0010_s005,"Long declarative explaining policy reasoning and details, contrasting with opponents' preferred approach.",S; S-Inform; EXPL,IP,3,1
1003_t0169_s011,"Fragment 'Mr.'—likely start of addressing someone, no clear act.",S,,1,0
1022_t0167_s009,Speaker claims personal record of reform and credit for accomplishments.,S; S-Inform,IT,2,1
1022_t0032_s009,Attributes wasteful spending to named opponent with loaded 'pork-barrel earmark' framing and a dollar figure.,S; S-Inform; CH,ATTR; REB,3,2
1011_t0099_s007,Plain declarative asserting a contrast in the campaign.,S,,1,0
1021_t0077_s006,Declarative appealing to what citizens understand; general assertion.,S,,1,0
1025_t0222_s019,"Declarative citing a specific failure (Fast and Furious) as evidence, one-sided framing of gun violence issue.",S; S-Inform,SE,2,1
1015_t0090_s005,"Speaker explains a personal decision and reasoning about approach, taking credit for strategy.",S; EXPL,IT; IP,2,2
1010_t0114_s004,Imperative-style policy directive stating a proposed action.,IAFA,,1,0
1010_t0124_s014,"A statement citing a scandal (Watergate) and personal anecdote to imply wrongdoing, selectively raising a comparison.",S; HS,AF; SE,2,2
1003_t0157_s006,A statement taking credit for supporting freedom fighters and asserting causation.,S,IT; CB,1,2
1022_t0030_s005,A statement with self-promotional job-creation claims and numbers.,S; S-Inform,IT,2,1
1027_t0026_s002,A statement citing a specific policy action (solar company investment).,S,IT,1,1
1001_t0116_s005,A statement referencing the president's action against Libya with historical framing.,S; HS,SE,2,1
1008_t0037_s015,A statement recounting a past exchange with Moynihan; historical self-reference.,S; HS,,2,0
1033_t0049_s002,A statement giving a factual claim about transmittal rate and expressing a policy stance to open schools.,S; S-Inform,IP,2,1
1001_t0009_s008,A personal anecdote appealing to emotion via a desperate addicted teenager.,S; HS,AE,2,1
1030_t0256_s040,"A statement criticizing the opponent's Iraq decisions, a rebuttal-style attack.",S; CH,ATTR; REB,2,2
1007_t0031_s002,"Speaker states a policy preference while attributing 38 years of one-party control to the opponent's party, blaming them.",S; IAFA-OF,PB; IP; ATTR,2,3
1029_t0088_s012,Informative statement citing a policy detail with an age figure and claim of novelty.,S-Inform,IT,1,1
1008_t0118_s011,Challenges opponent by pinning a record on them with a loaded superlative claim about taxes.,S; CH,ATTR; REB; SE,2,3
1015_t0138_s005,"A patriotic, unifying closing statement referencing love of country.",S; HS,AP; APAT; UF,2,3
1008_t0033_s002,Statement of personal spending intent with a percentage figure.,S-Inform,IP,1,1
1021_t0016_s004,"Rhetorical jab implying the listener's ignorance, an emphatic adversarial statement.",Q-RHET; S,AEX,2,1
1017_t0090_s019,A rhetorical/challenging question aimed at the opponent implying inconsistency.,Q-W; Q-RHET,BQ; REB,2,2
1027_t0010_s007,"Statement coining a mocking label for the opponent's plan, with reasoning marker.",S; EXPL,PER; REB; CB,2,3
1001_t0098_s011,Statement implying opponent lacks experience; a veiled challenge/deflection.,S,REB; CB,1,2
1007_t0057_s012,"Self-promoting statement casting self positively via false dichotomy, prefaced by 'Look'.",S,IT; CB,1,2
1025_t0186_s005,"A statement critiquing the president's actions after the ambassador's death, citing a specific year and referencing a historical first while attributing negligent/politically self-serving behavior.",S; S-Inform; CH; HS,ATTR; REB; SE,4,3
1003_t0058_s019,Plain declarative describing people positively; informative but not slanted.,S,,1,0
1022_t0062_s001,"A short congratulatory expression, functioning like a greeting/social act.",GR,,1,0
1011_t0115_s007,"A declarative assertion addressed to opponent, likely challenging their claim about testing.",S; CH,REB,2,1
1011_t0060_s008,Personal stance stated with a loaded political-outgroup term ('liberal activist judges').,S,PB; IP,1,2
1003_t0080_s004,Declarative expressing a personal belief/view about who should decide.,S,IP,1,1
1007_t0045_s003,Informative statement with specific figures (1300 days) attributing failure/inaction to the president.,S; S-Inform; CH,ATTR; REB; SE,3,3
1008_t0108_s008,Declarative clarifying/correcting a possible misperception about funding.,S; CORR,,2,0
1006_t0172_s019,"Hortatory declarative ('we ought to') expressing what should be done, a statement not a command.",S,IP,1,1
1018_t0081_s001,A wh-fragment asking for clarification about which time limit.,Q-W; R-REQ,,2,0
1029_t0220_s031,The speaker references large crowds (self-promotion) and poses a rhetorical loaded question 'what do you have to lose?' inviting no real answer.,Q-RHET; S,AE; IT,2,2
1008_t0075_s005,"A factual statement citing a bill he signed and a figure (25 million people), which is both informative and self-crediting.",S-Inform,IT,1,1
1021_t0023_s011,Plain declarative assertion with no clear bias.,S,,1,0
1023_t0072_s016,Simple declarative statement about revenue effect.,S,,1,0
1033_t0020_s014,Personal claim of taking credit for catching something.,S,IT,1,1
1001_t0005_s005,"Statement framing the government's dealings with a 'drug-running Panamanian dictator,' loaded negative framing attributing blame.",S,ATTR,1,1
1006_t0013_s028,Expresses a personal belief/stance disagreeing with an effect.,S,IP,1,1
1008_t0134_s001,"Informative statement citing a specific bill, with a self-correction about who controlled Congress.",S-Inform; CORR,,2,0
1007_t0189_s014,Agreement statement referencing Truman as historical figure.,S; AGR; HS,,3,0
1006_t0045_s012,"Concedes/accepts the point and suggests discussing a topic; hortatory but declarative, expressing personal stance.",S; AGR,IP,2,1
1014_t0027_s020,Declarative citing a factual trend over seven years; presents one-sided negative data.,S-Inform,SE,1,1
1017_t0020_s025,First-person pledge claiming credit for future action.,S,IT,1,1
1027_t0143_s001,Declarative assertion offering a reasoned distinction about business vs government.,S; EXPL,,2,0
1019_t0110_s016,Statement referencing a personal action/interaction with a named leader.,S,IT,1,1
1030_t0204_s002,Expresses personal pride in an accomplishment.,S,AP; IT,1,2
1027_t0184_s003,Statement recounting a campaign event with names; factual narrative.,S,,1,0
1015_t0023_s007,Brief optimistic collective assertion about ability to succeed.,S,UF,1,1
1018_t0049_s004,Expresses personal pride in an accomplishment.,S,AP; IT,1,2
1017_t0101_s015,Declarative citing a dollar figure of spending; self-promoting investment claim.,S-Inform,IT,1,1
1007_t0095_s003,"Repeated 'ought to' hortatory statements about what should be done — declarative, not imperative.",S,UF,1,1
1030_t0149_s005,Speaker states current personal stance/position on an issue.,S,IP,1,1
1027_t0137_s004,Statement directly attacking the opponent's character by accusing him of refusing to pay workers; a rebuttal/personal attack.,S; CH,PER; ATTR; REB,2,3
1008_t0136_s010,"Speaker claims credit for economic improvements (interest rates, deficit down) with personal opinion framing.",S; S-Inform,IT; IP,2,2
1018_t0102_s009,Speaker states policy view and claims credit for increasing loans as president.,S,IT; IP,1,2
1004_t0140_s007,Expression of thanks to people.,THK,,1,0
1007_t0167_s003,"Conditional statement projecting future outcome, mild self-promotion of ongoing revelations.",S,,1,0
1025_t0265_s010,"Statement praising someone's family and faith, positive characterization.",S,,1,0
1027_t0014_s004,Emphatic statement addressed to moderator asserting urgency; hortatory but declarative.,S,,1,0
1026_t0117_s002,Conditional statement introducing personal narrative about visiting troops; may steer topic and appeal to patriotism.,S; MS,APAT,2,1
1027_t0006_s018,Statement of policy plan on taxing the wealthy and closing loopholes.,S,IP,1,1
1026_t0063_s004,Plain declarative assertion about a group's behavior; a generalization about voters.,S,CB,1,1
1015_t0034_s016,"Declarative accusation about a failure, referencing WMD context; implies blame for the administration/opponent.",S; CH,ATTR; REB,2,2
1010_t0007_s018,Declarative statement referencing others watching us; frames accountability to a collective audience.,S,UF,1,1
1014_t0032_s015,Statement explaining a policy stance with reasoning ('that's why I support'); self-referential policy position.,S; IAFA; EXPL,IT; IP,3,2
1022_t0024_s009,Simple factual reference to something said earlier; procedural/neutral.,S,,1,0
1013_t0139_s001,"Fragment, likely an answer to a question ('who' or 'which').",ANS,,1,0
1013_t0034_s006,Address/vocative fragment referring to the Vice President; possibly a greeting or turn-give.,S,,1,0
1033_t0147_s014,Statement claiming an accomplishment ('we have the individual mandate done'); taking credit.,S,IT,1,1
1006_t0155_s018,Statement of personal opinion promoting one's own plan.,S,IT; IP,1,2
1006_t0215_s001,Emphatic one-word affirmation answering a question.,AGR; ANS,,2,0
1007_t0117_s015,"A declarative comparing positions, implying the opponent takes self-serving stances. It's a statement with an implicit rebuttal characterizing the other's motives.",S,REB,1,1
1019_t0012_s005,Declarative referencing a historical figure mentioned earlier; neutral acknowledgment of prior statement.,S; HS,,2,0
1023_t0062_s012,Declarative asserting a claim and referencing what the opponent said; frames a point about wealth.,S,,1,0
1017_t0112_s008,"Declarative drawing a distinction, with a quoted characterization of the opposing position, possibly a straw-man framing.",S,CB,1,1
1021_t0034_s004,Simple declarative asserting capability to do everything at once; a statement of stance.,S,,1,0
1003_t0118_s001,Declarative urging support for named candidates; a persuasive appeal to vote a certain way.,S,IP,1,1
1031_t0124_s006,Declarative attacking a policy (Obamacare) with blame framing and dismissive naming; assigns fault.,S; CH,PB; ATTR,2,2
1026_t0068_s009,Declarative claiming personal credit for education reform with a statistic (46 states).,S; S-Inform,IT,2,1
1015_t0006_s015,"Fragment 'The A.' — incomplete, no clear act beyond a truncated statement.",S,,1,0
1031_t0209_s003,Direct declarative aimed at opponent asserting they didn't attend a place; a challenge/rebuttal contradicting their claim.,S; CH,REB,2,1
1022_t0098_s005,Recounts a story about someone seeing corruption and resigning; a narrative statement referencing a person favorably as evidence.,S,SE,1,1
1022_t0060_s006,Declarative asserting the country can't afford 'four more years of failed economic policies'—blame framing of the opponent's record.,S,AF; ATTR,1,2
1033_t0195_s009,"Plain declarative claim about what 'he' is doing, framed negatively as an attribution of failing to act.",S,ATTR,1,1
1015_t0090_s015,"Declarative characterizing what the opponent wants to do, negatively framing his intentions.",S,ATTR; REB,1,2
1017_t0098_s007,Grammatically imperative command directing listeners to examine the opponent's record.,IAFA,ATTR,1,1
1006_t0101_s016,"Declarative claim that none get implemented, with a turn-holding bid to give an example.",S; TT,ATTR,2,1
1026_t0065_s020,Declarative arguing that returning to old strategies won't maintain leadership; blames prior approach with a mess framing.,S,AF; ATTR,1,2
1010_t0131_s019,"Declarative dismissively characterizing an approach as ad hoc, an implicit critique.",S,REB,1,1
1004_t0038_s002,Conditional declarative warning of exorbitant cost of not keeping peace—appeal to fear framing.,S,AF,1,1
1023_t0014_s029,"Declarative clarifying own position on tax cuts, a self-clarification of stance.",S; CORR,IP,2,1
1022_t0157_s019,"Speaker reports a shared assessment that a policy wasn't working, framed with 'look' as a colloquial statement.",S,IP,1,1
1013_t0034_s002,Conditional declarative expressing a personal policy stance on committing troops.,S,IP,1,1
1001_t0050_s009,Simple declarative expressing personal preference.,S,IP,1,1
1031_t0308_s001,"Grammatical imperative demanding an action of the opponent, with adversarial edge.",IAFA,REB,1,1
1029_t0264_s006,Declarative expressing a policy desire framed as personal stance about reversing a ruling.,S,IP,1,1
1015_t0127_s001,Speaker bids to hold the floor ('let me just say') then references personal experience and past event.,S; TT; HS,IP,3,1
1031_t0596_s003,"Declarative asserting a negative motive about the opponent, attacking him.",S; CH,ATTR; REB,2,2
1027_t0008_s007,Vague declarative statement of self-assessment.,S,,1,0
1019_t0114_s023,"Reports what others say to support a point, referencing 'defeat' emotively.",S,SE,1,1
1013_t0161_s009,Declarative expressing a belief about who ought to get tax relief; hortatory 'ought to' is a statement of stance.,S,IP,1,1
1021_t0006_s020,A simple affirmative answer to a question.,ANS,,1,0
1006_t0151_s007,"Expresses a hope/wish that the listener read the plans; declarative expressing a wish rather than bare imperative, but functions as a soft directive; self-promotes own plans.",S; IAFA-OF,IT,2,1
1030_t0006_s005,"A statement asserting someone was forced to apologize, framing an opponent/other negatively.",S,ATTR,1,1
1031_t0228_s001,"Explanation giving a reason ('because'), dismissing something as merely political.",EXPL,DF,1,1
1025_t0089_s010,"Statement about opponent's inability to explain, an implicit challenge/jab.",S; CH,REB,2,1
1015_t0083_s008,Statement conceding a point ('yes') then rebutting with a counterfactual referencing own action.,S; ANS,REB,2,1
1027_t0216_s003,Fragment attributing responsibility to the opponent ('under your direction').,S,ATTR; REB,1,2
1011_t0107_s001,Imperative telling listener to consider an example.,IAFA,,1,0
1013_t0131_s024,Declarative assertion contrasting law-abiding citizens; a policy claim.,S,,1,0
1006_t0067_s014,"Statement explaining gridlock, blaming the political environment/campaign year.",S; EXPL,DF,2,1
1001_t0013_s012,"A first-person narrative recounting a trip and conversation, taking personal credit for action on money laundering; sentence is cut off.",S; HS,IT,2,1
1018_t0089_s001,An opinion statement attributing bad judgment to the sitting president regarding troop deployments.,S; IAFA-OF,IP; ATTR; REB,2,3
1025_t0104_s003,Self-promoting statement citing a survey to credit personal record on hiring women in leadership.,S; S-Inform; HS,IT; SE,3,2
1027_t0253_s011,"A fragmented rhetorical/self-interrupted question and an emphatic complaint that 'we lose on everything,' a sweeping generalization.",Q-W; S,CB,2,1
1008_t0133_s009,Personal statement about work ethic and emotional appeal to children's dreams.,S,AE; IT,1,2
1033_t0290_s001,Plain factual statistic about prisoner releases.,S; S-Inform,,2,0
1001_t0103_s001,"Statement of what should be done regarding Soviet reforms, framed as personal recommendation with caution.",S,IP,1,1
1006_t0065_s003,"Denies that a prior statement is mud-slinging, a self-defensive clarification.",S; CORR,,2,0
1007_t0111_s006,"A pointed either/or statement about a deferment, challenging the opponent with a false-dilemma framing.",S; CH,REB; CB,2,2
1015_t0023_s002,"A promise/statement of resolve regarding troops, emphatic personal commitment.",S,IP,1,1
1026_t0151_s006,Declarative statement claiming a group felt positively about an administration; appeals to emotion of the group.,S,AE,1,1
1003_t0025_s002,"Declarative assertion attributing tax increases to an opponent, assigning blame.",S,ATTR,1,1
1006_t0013_s001,"Opens with 'I'm confused' and expresses doubt about the opponent's logic, a rebuttal framed as personal stance.",S; CH,IP; REB,2,2
1029_t0130_s001,"A short declarative rejecting the claim that something was debunked, challenging accuracy.",S; CH,REB,2,1
1010_t0096_s006,Tentative statement offering a possible answer; no clear bias.,S,,1,0
1014_t0075_s003,"Hortatory statement about shared values and collective action, invoking unity.",S,AP; UF,1,2
1013_t0044_s001,"Opens with yes, directly answering; also self-reference to own vote.",S; ANS,,2,0
1026_t0041_s001,Statement taking credit for organizing the international community.,S,IT,1,1
1006_t0101_s013,"Declarative claim framing government as threatening 'comes at you', fear appeal.",S,AF,1,1
1003_t0120_s004,"Statement of personal practice regarding appointments, framed as personal stance.",S,IP,1,1
1008_t0061_s003,"Speaker relays information about a program extension, plain declarative with a time reference.",S; S-Inform,,2,0
1023_t0062_s017,Personal-stance declarative expressing what the speaker wants.,S,IP,1,1
1022_t0056_s005,Personal opinion about the campaign tone; framed with 'I think'.,S,IP,1,1
1021_t0073_s004,"Conditional declarative citing a factual claim about premiums doubling, implicitly blaming the incumbent record.",S; S-Inform,ATTR,2,1
1018_t0069_s018,Hortatory 'we got to' declarative expressing what ought to happen; collective action framing.,S,UF,1,1
1011_t0140_s008,"Characterizes the opponent's belief, a rebuttal-style framing of the vice president's stance.",S; CH,REB,2,1
1004_t0052_s014,Simple evaluative declarative defending a program.,S,IP,1,1
1013_t0087_s008,Personal-stance declarative expressing opinion.,S,IP,1,1
1021_t0109_s001,Brief declarative expressing acceptance/agreement with a proposition.,S; AGR,,2,0
1015_t0006_s012,"Declarative claiming a positive outcome, framing safety in a self-crediting national-security manner.",S,IT,1,1
1019_t0163_s002,A declarative claim crediting legislation with progress; frames own contribution positively.,S; IAFA,IT,2,1
1017_t0096_s003,Statement dismissing opponent's figures as 'fuzzy math' from a campaign group; challenges accuracy.,S; CH,PER; REB,2,2
1008_t0014_s017,Declarative assertion about an individual's improved status; self-promotion of record.,S,IT,1,1
1018_t0098_s004,Personal biographical statement referencing his youth; a self reference to establish credibility.,S; HS,IP,2,1
1025_t0260_s001,Expression of thanks and appreciation for an opportunity.,S; THK,,2,0
1033_t0317_s002,Bare imperative command to show a tape.,IAFA,REB,1,1
1025_t0168_s001,Bids to hold the floor and steer toward a point of understanding.,TT; MS,,2,0
1001_t0088_s006,Direct question addressed to George asking him to recall; rhetorical jab.,Q-W; YNQ,AEX,2,1
1022_t0019_s001,"Statement with factual claim about tax rates; 'the fact is' framing asserts truth, cites a comparative figure.",S; S-Inform,SE,2,1
1021_t0057_s004,Statement using 'we know' collective framing and 'my friends' unity address.,S,UF,1,1
1018_t0069_s014,Declarative asserting a policy need and a caveat; states an opinion/stance.,S,IP,1,1
1010_t0083_s025,"'We've got to' is hortatory, a statement of what should happen, not a bare imperative.",S,IP,1,1
1007_t0008_s012,"Declarative describing an economic strategy and its rationale, framed favorably to the speaker's own record.",S; EXPL,IT,2,1
1014_t0133_s020,Plain personal declarative statement of stance.,S,IP,1,1
1031_t0784_s010,Declarative describing a plan with factual content about poll watchers and distancing.,S; S-Inform,IT,2,1
1026_t0112_s021,Plain factual declarative about inspections.,S; S-Inform,,2,0
1033_t0162_s002,Attacks opponent's plan with loaded 'destroying' framing referencing the opponent.,S; CH,ATTR; REB; CB,2,3
1014_t0108_s007,Personal anecdotal narrative about family; a statement.,S; HS,AE,2,1
1021_t0043_s003,Brief declarative assertion.,S,,1,0
1031_t0032_s001,Attacks opponent directly ('you were very late on the draw') blaming them for outcomes.,S; CH,PER; ATTR; REB,2,3
1017_t0103_s013,Declarative asserting an opponent group is abandoning environmental concerns; a rebuttal-style negative framing.,S,ATTR,1,1
1030_t0268_s001,"Declarative factual-sounding claim about a foreign threat, invoking danger.",S,AF,1,1
1030_t0035_s003,"Emotional statement about killed children and illegal immigrants, appealing to fear and emotion.",S,AF; AE,1,2
1017_t0071_s020,"Statement with a numeric claim directed at opponent, challenging a record.",S-Inform; CH,REB; SE,2,2
1011_t0104_s008,Informative statement citing a policy detail about tax cuts and self-promotion of own proposal.,S-Inform,IT,1,1
1015_t0050_s029,Declarative predicting a peaceful outcome; frames own policy positively.,S,IT,1,1
1033_t0295_s002,General declarative observation about persuading people; no bias.,S,,1,0
1001_t0145_s006,Personal-opinion statement attacking a person's fitness for office.,S,PER; IP,1,2
1007_t0045_s007,"Statement contrasting priorities, self-promotion of dedication versus political motive.",S,IT,1,1
1018_t0053_s015,"Imperative directing listener to look at other countries, invoking cautionary comparison against federal health care.",IAFA,AF; SE,1,2
1014_t0144_s002,Declarative giving an explanation with a monetary figure; frames a fiscal problem.,S-Inform; EXPL,CB,2,1
1004_t0138_s015,Combines an imperative ('think') with a rhetorical question invoking childhood dreams — emotional appeal.,Q-RHET; IAFA,AE,2,1
1025_t0082_s001,Plain declarative offering encouragement/acknowledgment.,S,,1,0
1014_t0142_s031,Statement of intent framing unity/bringing people together.,S,UF,1,1
1025_t0182_s005,Emphatic self-referential claim asserting personal superiority in concern.,S,IT; IP,1,2
1029_t0134_s001,Statement referencing a historical event with self-correction restart; asserts past stance.,S; HS,IT,2,1
1008_t0024_s003,Declarative explaining a past action with 'because' reasoning about Medicare.,S; EXPL,IT,2,1
1018_t0091_s004,Plain factual declarative with no slant.,S,,1,0
1007_t0157_s006,Declarative asserting a factual claim used to fact-check/rebut prior claim.,S-Inform; CH,REB; SE,2,2
1007_t0012_s002,"Declarative characterizing the opponent's argument, implying he understates the count.",S; CH,REB,2,1
1029_t0230_s001,"Speaker expresses personal aspiration to serve all Americans; a statement framing personal stance, with unity appeal.",S; IAFA-OF,,2,0
1026_t0193_s011,,,,0,0
1021_t0023_s003,,,,0,0
1008_t0066_s009,,,,0,0
1031_t0802_s003,,,,0,0
1004_t0022_s002,,,,0,0
1031_t0704_s001,,,,0,0
1015_t0004_s020,,,,0,0
1031_t0008_s009,,,,0,0
1013_t0074_s007,,,,0,0
1021_t0073_s015,Declarative promise about health insurance access with a comparison to federal employees; frames a policy benefit personally.,S,IP,1,1
1013_t0081_s013,"A rhetorical/open question invoking WWII heroes and national leadership, appealing to pride and patriotism.",Q-RHET; HS,AP; APAT,2,2
1017_t0081_s014,Statement claiming credit for cutting taxes for everybody.,S,IT,1,1
1025_t0260_s007,Self-referential statement claiming personal understanding/capability for America's future.,S,IT; IP,1,2
1031_t0717_s001,A challenge to the opponent's accuracy phrased as a declarative with a tag question.,Q-RHET; CH,REB,2,1
1029_t0256_s003,"Attacks the opponent's tax plans, attributing negative outcome (recession) and using fear framing.",S; CH,AF; ATTR; REB,2,3
1013_t0163_s011,Neutral declarative describing what 'they' are looking for; no clear slant.,S,,1,0
1017_t0115_s010,Short emphatic assertion of truth; can serve to assert accuracy of a claim.,S,,1,0
1033_t0256_s006,Grammatical imperative directing the listener to look closely.,IAFA,,1,0
1026_t0158_s013,"Explicit disagreement with a prior claim, a rebuttal directed at the opponent's point.",DIS,REB,1,1
1006_t0077_s010,Speaker asserts policy proposals framed as personal beliefs about what should happen.,S,IP,1,1
1017_t0057_s022,"Declarative statement about the nature of the war, with some fear-related framing about terrorists.",S,AF,1,1
1003_t0010_s013,Plain declarative describing what 'they' want.,S,,1,0
1017_t0105_s006,Statement of policy framed as personal belief with reasoning.,S; EXPL,IP,2,1
1031_t0345_s001,"Cites a Wall Street analysis with a specific number favoring his own plan over opponent's, one-sided evidence.",S-Inform,IT; REB; SE,1,3
1027_t0160_s005,Factual claim that stop-and-frisk was ruled unconstitutional and ineffective; presents supporting reasons.,S-Inform; EXPL,,2,0
1006_t0238_s004,Short self-description promoting his own quality.,S,IT,1,1
1006_t0023_s008,Self-referential claim citing his presidential record to promote credibility.,S; HS,IT,2,1
1027_t0196_s025,Claims personal credit for what he did.,S,IT,1,1
1010_t0007_s007,Plain declarative asserting a fact about a situation.,S,,1,0
1013_t0228_s004,Explicit agreement with the opponent while also asserting a policy stance.,S; AGR,IP,2,1
1010_t0040_s011,Declarative asserting urgency about a policy issue.,S,,1,0
1008_t0091_s003,Personal observation/opinion framed as a statement.,S,IP,1,1
1007_t0057_s013,Statement with factual claim blaming the Bush administration for job losses.,S-Inform; CH,ATTR; REB,2,2
1018_t0065_s018,Short declarative taking credit for action.,S,IT,1,1
1018_t0035_s005,Personal belief framed as a statement about freedom.,S,IP,1,1
1003_t0160_s005,An open question asking about the situation.,Q-W; OQ,,2,0
1015_t0042_s024,"Statement criticizing the president for inaction, attributing failure.",S; CH,ATTR; REB,2,2
1026_t0065_s001,Patriotic assertion about American greatness/indispensability.,S,AP; APAT,1,2
1007_t0186_s002,Turn-holding fragment introducing a point.,S; TT,,2,0
1031_t0633_s003,Just a period; no content.,,,0,0
1001_t0080_s013,"Declarative asserting harm to programs with emotionally loaded verbs (butchered, hurt kids).",S,AE; ATTR,1,2
1013_t0086_s011,Statement framing something as contrary to American core values.,S,AP; IP,1,2
1027_t0162_s003,States a view about needing to ask hard questions; hortatory shared reflection with 'I think'.,S,UF; IP,1,2
1017_t0134_s014,A yes-no question about equal opportunity.,YNQ,,1,0
1014_t0081_s002,Turn-holding phrase followed by self-referential informative statement about years on NSC.,S-Inform; TT; HS,IT,3,1
1006_t0157_s005,Plain declarative asserting agreements exist but problems remain.,S,,1,0
1013_t0012_s008,Personal-stance statement expressing hope it continues.,S,IP,1,1
1031_t0017_s001,"Asserts the opponent is going socialist, a political-outgroup framing.",S; CH,PB; REB,2,2
1014_t0017_s008,Conditional self-promoting statement listing what will happen if elected.,S,IT,1,1
1021_t0006_s006,"Declarative describing public emotion, invoking fear/anger to frame the situation.",S,AF; AE,1,2
1031_t0157_s001,"A one-word flat rejection of a prior claim, challenging its accuracy.",REJ; CH,REB,2,1
1029_t0188_s015,"Declarative characterizing what the opponent says, framing her position negatively.",S,REB,1,1
1023_t0091_s012,Challenges/rebuts a prior characterization by clarifying what it is not.,S; CH,REB,2,1
1003_t0078_s003,"Personal emotional recollection of losing a child, an appeal to emotion.",S; HS,AE,2,1
1013_t0014_s012,"Statement warning of a consequence, threat framing with self-promotion of presidency.",S,AF,1,1
1023_t0046_s005,Plain declarative of intended future action.,S,,1,0
1023_t0102_s001,"States personal policy position on Medicare, framed as what I support.",S,IP,1,1
1011_t0157_s001,"Attacks the opponent's credibility on the issue, a personal character attack.",S; CH,PER; REB,2,2
1030_t0105_s003,Declarative expressing personal stance/opinion about Russia relations.,S,IP,1,1
1007_t0167_s005,Address term used to yield or open the floor to the President.,TG,,1,0
1019_t0112_s002,Declarative asserting a causal historical outcome; blame implicit but not aimed at a named opponent.,S; EXPL,,2,0
1026_t0039_s009,Hortatory statement about policy ('we have to do'); frames collective action.,S,IP,1,1
1031_t0714_s003,Empty punctuation-only content; no discourse act.,,,0,0
1025_t0236_s003,Attributes a quote/position to named opponent Romney to undercut him.,S; CH,ATTR; REB,2,2
1030_t0335_s017,Short factual-style assertion about a group's situation.,S,,1,0
1013_t0163_s001,Direct affirmative answer.,AGR; ANS,,2,0
1013_t0006_s008,States a personal opinion using 'I don't think'.,S,IP,1,1
1023_t0061_s004,Statement citing a fiscal figure (trillion-dollar deficits).,S-Inform,,1,0
1001_t0140_s010,Statement of endorsement/confidence in a person.,S,IP,1,1
1027_t0079_s002,"The speaker describes their own proposal and its benefits, claiming personal credit for a policy plan.",S,IT,1,1
1004_t0125_s008,"An imperative addressed to the audience to pay attention, steering emphasis.",IAFA,,1,0
1013_t0064_s004,"Declarative asserting what ought to happen, framed as collective national action.",S,UF,1,1
1026_t0046_s004,A statement asserting policy approach regarding allies; plain declarative.,S,,1,0
1025_t0144_s022,A statement about illegal immigrants taking someone's place; loaded framing on immigration.,S,CB,1,1
1015_t0090_s004,Factual claim about an agreement and North Korea's noncompliance; contains new factual content and blames a named foreign actor.,S; S-Inform,,2,0
1010_t0134_s028,An emotional personal statement expressing pride in a moment.,S,AE,1,1
1019_t0116_s009,"Framed as a question about judgments to keep America safe, invoking safety concerns.",S,AF,1,1
1033_t0336_s001,Backchannel acknowledgment signalling receipt.,ACK,,1,0
1008_t0136_s009,Plain factual statement about the deficit being larger than expected.,S; S-Inform,,2,0
1030_t0008_s012,"Speaker explains their prior position and disagreement with the court ruling, giving reasoning with 'because.' Frames as personal stance.",S; DIS; EXPL,IP,3,1
1033_t0309_s008,"Statement asserting factual-sounding claim about windmill emissions and natural gas being clean, one-sided framing.",S; S-Inform,SE,2,1
1018_t0003_s008,A bare 'Yes' is a direct answer.,ANS,,1,0
1006_t0061_s012,Declarative asserting everyone knows something — a hasty generalization/appeal to common knowledge.,S,CB,1,1
1029_t0238_s003,"Imperative directing listener to consider Charlotte as evidence, cherry-picking an example.",IAFA,SE,1,1
1025_t0185_s002,Speaker states agreement with what the president said and frames as personal view.,S; AGR,IP,2,1
1001_t0160_s023,Expression of thanks.,THK,,1,0
1019_t0100_s014,"Declarative claim of success, self-promotion/credit-taking framing.",S,IT,1,1
1027_t0263_s017,Challenges opponent's claim by asserting he has no plan — a rebuttal referencing opponent.,S; CH,ATTR; REB,2,2
1030_t0335_s006,"Declarative asserting military is depleted, implicit blame framing with fear-tinged language.",S,ATTR,1,1
1006_t0157_s014,Provides specific dollar figures as new factual content.,S-Inform,,1,0
1017_t0059_s004,Brief acknowledgment of receipt.,ACK,,1,0
1021_t0019_s003,Statement about opponent's action framing it as failure; attributes blame implicitly.,S; CH,ATTR; REB,2,2
1030_t0004_s003,Frames as personal view and poses a rhetorical framing question about national identity.,Q-RHET; S,IP,2,1
1027_t0150_s019,Factual claim about crime rate; likely selective evidence supporting a policy.,S-Inform,SE,1,1
1014_t0032_s010,Personal opinion about policy using 'I believe' and 'ought to'; hortatory statement.,S,IP,1,1
1006_t0097_s018,Explains a policy proposal with reasoning about the system needed.,S; EXPL,,2,0
1008_t0118_s002,"Light personal observation framed as opinion, no substantive bias.",S,IP,1,1
1033_t0020_s001,Corrects/clarifies what he actually said.,DIS; CORR,REB,2,1
1008_t0132_s015,Uses an anecdote as evidence to support a claim; single anecdote is selective/hasty generalization.,S; EXPL,AE; CB; SE,2,3
1033_t0333_s001,"Speaker asserts intent to stop something, framed as personal action; incomplete but a statement of self-action.",S,IP,1,1
1007_t0167_s019,A rhetorical question used to make a point about privilege; the 'servants' framing is loaded but it functions rhetorically rather than seeking an answer.,Q-RHET,IP,1,1
1023_t0007_s025,Grammatically imperative listing a goal/directive item.,IAFA,,1,0
